"segment_filename","basefile","black_flag","age","female_flag","source","duration","wordcount","clean_google_wer","clean_ibm_wer","clean_amazon_wer","clean_msft_wer","clean_apple_wer"
"HUM_19_6","HUM_19",0,24,1,"HUM",9.31900000000002,17,0.529411765,0.352941176,0.294117647,0.352941176,0.411764706
"HUM_19_7","HUM_19",0,24,1,"HUM",13.384,41,0.146341463,0.146341463,0.12195122,0.097560976,0.195121951
"HUM_19_8","HUM_19",0,24,1,"HUM",27.009,57,0.210526316,0.245614035,0.192982456,0.087719298,0.210526316
"HUM_19_10","HUM_19",0,24,1,"HUM",11.538,24,0.208333333,0.333333333,0.166666667,0.25,0.208333333
"HUM_19_11","HUM_19",0,24,1,"HUM",9.096,28,0.035714286,0.107142857,0,0.035714286,0.142857143
"HUM_19_12","HUM_19",0,24,1,"HUM",16.875,50,0.22,0.2,0.08,0.18,0.3
"HUM_19_14","HUM_19",0,24,1,"HUM",12.31,35,0.085714286,0.028571429,0.114285714,0.028571429,0.114285714
"HUM_19_15","HUM_19",0,24,1,"HUM",24.0050000000001,64,0.15625,0.09375,0.09375,0.09375,0.21875
"HUM_19_16","HUM_19",0,24,1,"HUM",11.257,21,0.238095238,0.285714286,0.238095238,0.238095238,0.238095238
"HUM_19_17","HUM_19",0,24,1,"HUM",7.27599999999995,14,0.142857143,0.428571429,0.214285714,0.285714286,0.285714286
"HUM_19_18","HUM_19",0,24,1,"HUM",6.06599999999997,15,0,0,0.066666667,0.066666667,0
"HUM_19_20","HUM_19",0,24,1,"HUM",18.609,37,0.378378378,0.243243243,0.216216216,0.081081081,0.27027027
"HUM_19_21","HUM_19",0,24,1,"HUM",6.44799999999998,19,0.315789474,0.105263158,0.157894737,0.105263158,0.052631579
"HUM_19_22","HUM_19",0,24,1,"HUM",12.11,25,0.08,0,0.36,0.04,0.16
"HUM_19_25","HUM_19",0,24,1,"HUM",8.84500000000003,31,0.677419355,0.419354839,0.225806452,0.225806452,0.612903226
"HUM_19_27","HUM_19",0,24,1,"HUM",10.7080000000001,19,0.263157895,0.263157895,0.210526316,0.157894737,0.315789474
"HUM_19_28","HUM_19",0,24,1,"HUM",22.117,46,0.282608696,0.369565217,0.173913043,0.217391304,0.369565217
"HUM_19_30","HUM_19",0,24,1,"HUM",13.25,22,0.045454545,0.363636364,0.227272727,0.136363636,0.227272727
"HUM_19_32","HUM_19",0,24,1,"HUM",7.23399999999992,19,0.421052632,0.105263158,0.157894737,0.105263158,0.368421053
"HUM_19_33","HUM_19",0,24,1,"HUM",20.283,51,0.176470588,0.31372549,0.254901961,0.215686275,0.274509804
"HUM_19_34","HUM_19",0,24,1,"HUM",5.31100000000004,17,0,0,0.058823529,0,0.058823529
"HUM_19_35","HUM_19",0,24,1,"HUM",9.50699999999995,28,0.321428571,0.285714286,0.142857143,0.107142857,0.464285714
"HUM_19_36","HUM_19",0,24,1,"HUM",14.947,32,0.125,0.09375,0.125,0.125,0.15625
"HUM_19_37","HUM_19",0,24,1,"HUM",10.777,18,0.166666667,0.277777778,0.166666667,0.111111111,0.277777778
"HUM_19_38","HUM_19",0,24,1,"HUM",17.535,42,0.333333333,0.357142857,0.285714286,0.238095238,0.428571429
"HUM_19_39","HUM_19",0,24,1,"HUM",14.2520000000001,35,0.171428571,0.114285714,0.171428571,0.085714286,0.228571429
"HUM_19_41","HUM_19",0,24,1,"HUM",32.1079999999999,93,0.23655914,0.204301075,0.172043011,0.161290323,0.23655914
"HUM_19_42","HUM_19",0,24,1,"HUM",7.62699999999995,12,0,0.166666667,0,0.083333333,0.166666667
"HUM_19_43","HUM_19",0,24,1,"HUM",20.8530000000001,53,0.169811321,0.283018868,0.150943396,0.132075472,0.264150943
"HUM_19_44","HUM_19",0,24,1,"HUM",32.3130000000001,113,0.362831858,0.292035398,0.247787611,0.238938053,0.389380531
"HUM_19_45","HUM_19",0,24,1,"HUM",8.15300000000025,33,0.272727273,0.333333333,0.242424242,0.212121212,0.181818182
"HUM_19_46","HUM_19",0,24,1,"HUM",5.49000000000001,13,0.230769231,0.153846154,0,0,0.153846154
"HUM_19_47","HUM_19",0,24,1,"HUM",9.79000000000019,17,0.117647059,0.176470588,0.117647059,0.117647059,0.117647059
"HUM_19_48","HUM_19",0,24,1,"HUM",13.675,43,0.325581395,0.325581395,0.302325581,0.209302326,0.395348837
"HUM_19_50","HUM_19",0,24,1,"HUM",7.80899999999974,23,0.347826087,0.304347826,0.130434783,0.130434783,0.652173913
"HUM_19_51","HUM_19",0,24,1,"HUM",5.21100000000001,11,0.181818182,0.272727273,0.181818182,0,0.181818182
"HUM_19_54","HUM_19",0,24,1,"HUM",6.37100000000009,13,0.153846154,0,0.076923077,0.153846154,0.230769231
"HUM_19_56","HUM_19",0,24,1,"HUM",41.8240000000001,122,0.229508197,0.262295082,0.204918033,0.147540984,0.368852459
"HUM_19_57","HUM_19",0,24,1,"HUM",13.8599999999999,43,0.11627907,0.139534884,0.186046512,0.139534884,0.162790698
"HUM_19_58","HUM_19",0,24,1,"HUM",14.3029999999999,43,0.139534884,0.139534884,0.139534884,0.11627907,0.139534884
"HUM_19_59","HUM_19",0,24,1,"HUM",25.3579999999999,71,0.042253521,0.154929577,0.070422535,0.042253521,0.183098592
"HUM_19_60","HUM_19",0,24,1,"HUM",26.394,74,0.216216216,0.310810811,0.175675676,0.243243243,0.175675676
"HUM_19_61","HUM_19",0,24,1,"HUM",5.92799999999988,11,0.090909091,0.363636364,0.090909091,0.090909091,0.090909091
"HUM_19_63","HUM_19",0,24,1,"HUM",10.7860000000001,34,0.205882353,0.147058824,0.205882353,0.088235294,0.205882353
"HUM_19_64","HUM_19",0,24,1,"HUM",15.721,44,0.272727273,0.204545455,0.204545455,0.022727273,0.045454545
"HUM_19_66","HUM_19",0,24,1,"HUM",17.2750000000001,37,0.189189189,0.108108108,0.27027027,0.216216216,0.27027027
"HUM_19_67","HUM_19",0,24,1,"HUM",15.375,29,0.172413793,0.413793103,0.413793103,0.172413793,0.344827586
"HUM_19_68","HUM_19",0,24,1,"HUM",11.2149999999999,19,0,0.052631579,0,0.052631579,0.263157895
"HUM_19_69","HUM_19",0,24,1,"HUM",7.798,13,0.153846154,0.076923077,0.153846154,0.076923077,0.153846154
"HUM_19_70","HUM_19",0,24,1,"HUM",14.1660000000002,40,0.25,0.2,0.275,0.05,0.1
"HUM_19_71","HUM_19",0,24,1,"HUM",12.6689999999999,36,0.222222222,0.166666667,0.194444444,0.166666667,0.194444444
"HUM_19_73","HUM_19",0,24,1,"HUM",9.30699999999979,27,0.296296296,0.185185185,0.148148148,0.148148148,0.333333333
"HUM_19_74","HUM_19",0,24,1,"HUM",5.6840000000002,14,0,0,0,0,0.071428571
"HUM_19_75","HUM_19",0,24,1,"HUM",10.3030000000003,37,0.27027027,0.162162162,0.027027027,0.081081081,0.243243243
"HUM_19_76","HUM_19",0,24,1,"HUM",9.11000000000013,30,0.1,0.1,0.1,0.033333333,0.033333333
"HUM_19_77","HUM_19",0,24,1,"HUM",21.2629999999999,65,0.169230769,0.076923077,0.092307692,0.092307692,0.138461538
"HUM_19_78","HUM_19",0,24,1,"HUM",20.471,48,0.145833333,0.145833333,0.166666667,0.166666667,0.208333333
"HUM_19_80","HUM_19",0,24,1,"HUM",15.3620000000001,50,0.68,0.54,0.26,0.24,0.56
"HUM_19_81","HUM_19",0,24,1,"HUM",21.4160000000002,71,0.295774648,0.253521127,0.098591549,0.112676056,0.197183099
"HUM_19_82","HUM_19",0,24,1,"HUM",9.53400000000011,20,0.05,0.1,0.05,0.05,0.05
"HUM_19_84","HUM_19",0,24,1,"HUM",11.8499999999999,16,0.25,0.625,0.4375,0.5625,0.75
"HUM_19_85","HUM_19",0,24,1,"HUM",8.36500000000024,19,0.157894737,0.473684211,0.105263158,0.210526316,0.526315789
"HUM_19_87","HUM_19",0,24,1,"HUM",6.86800000000039,16,0,0.125,0,0,0.125
"HUM_19_88","HUM_19",0,24,1,"HUM",8.82899999999973,23,0.086956522,0.173913043,0.043478261,0.043478261,0.130434783
"HUM_19_89","HUM_19",0,24,1,"HUM",8.85500000000002,29,0.172413793,0.275862069,0.137931034,0.137931034,0.310344828
"HUM_19_90","HUM_19",0,24,1,"HUM",6.07100000000037,11,0.272727273,0.181818182,0.090909091,0.090909091,0.181818182
"HUM_19_91","HUM_19",0,24,1,"HUM",7.28900000000021,11,0.090909091,0.454545455,0.363636364,0.090909091,0.545454545
"HUM_19_92","HUM_19",0,24,1,"HUM",11.3299999999999,23,0.173913043,0.304347826,0.173913043,0.173913043,0.391304348
"HUM_19_94","HUM_19",0,24,1,"HUM",7.16800000000012,12,0.333333333,0.25,0.25,0.166666667,0.416666667
"HUM_19_95","HUM_19",0,24,1,"HUM",9.07500000000027,18,0.277777778,0.166666667,0.055555556,0.222222222,0.166666667
"HUM_19_96","HUM_19",0,24,1,"HUM",8.39699999999993,33,0.515151515,0.393939394,0.121212121,0.090909091,0.303030303
"HUM_19_97","HUM_19",0,24,1,"HUM",5.38000000000011,8,0.125,0.625,0.25,0.125,0.5
"HUM_19_98","HUM_19",0,24,1,"HUM",18.9549999999999,50,0.16,0.14,0.14,0.14,0.16
"HUM_19_99","HUM_19",0,24,1,"HUM",8.9729999999995,27,0.185185185,0.185185185,0.111111111,0.148148148,0.259259259
"HUM_19_100","HUM_19",0,24,1,"HUM",46.5009999999997,111,0.171171171,0.27027027,0.18018018,0.162162162,0.288288288
"HUM_19_101","HUM_19",0,24,1,"HUM",6.88799999999992,27,0.259259259,0.111111111,0.185185185,0,0.185185185
"HUM_19_103","HUM_19",0,24,1,"HUM",5.85500000000002,23,0.173913043,0.173913043,0.173913043,0.130434783,0.217391304
"HUM_19_104","HUM_19",0,24,1,"HUM",9.31599999999981,8,0.125,0,0.125,0,0.25
"HUM_19_105","HUM_19",0,24,1,"HUM",5.27099999999973,14,0.5,0.285714286,0.285714286,0.142857143,0.214285714
"HUM_19_106","HUM_19",0,24,1,"HUM",6.07799999999998,11,0.181818182,0.272727273,0,0.272727273,0.272727273
"HUM_19_107","HUM_19",0,24,1,"HUM",24.1909999999998,68,0.235294118,0.235294118,0.161764706,0.147058824,0.294117647
"HUM_19_108","HUM_19",0,24,1,"HUM",10.623,27,0.037037037,0.037037037,0.037037037,0,0.074074074
"HUM_19_109","HUM_19",0,24,1,"HUM",11.721,34,0.205882353,0.176470588,0.147058824,0.147058824,0.205882353
"HUM_19_111","HUM_19",0,24,1,"HUM",19.7820000000002,60,0.15,0.216666667,0.133333333,0.1,0.35
"HUM_19_113","HUM_19",0,24,1,"HUM",24.0650000000001,74,0.378378378,0.256756757,0.283783784,0.162162162,0.297297297
"HUM_19_114","HUM_19",0,24,1,"HUM",9.55700000000024,23,0.086956522,0.173913043,0,0.086956522,0.130434783
"HUM_19_115","HUM_19",0,24,1,"HUM",16.0879999999997,49,0.12244898,0.163265306,0.102040816,0.081632653,0.244897959
"HUM_19_116","HUM_19",0,24,1,"HUM",8.6840000000002,22,0.318181818,0.227272727,0.045454545,0.181818182,0.090909091
"HUM_19_117","HUM_19",0,24,1,"HUM",31.018,70,0.3,0.242857143,0.171428571,0.185714286,0.3
"HUM_19_118","HUM_19",0,24,1,"HUM",7.5329999999999,22,0.136363636,0.181818182,0.227272727,0.090909091,0.227272727
"HUM_19_119","HUM_19",0,24,1,"HUM",10.1480000000001,26,0.115384615,0.076923077,0.038461538,0.076923077,0.115384615
"HUM_19_120","HUM_19",0,24,1,"HUM",9.95499999999993,20,0.3,0.3,0.35,0.15,0.5
"HUM_19_122","HUM_19",0,24,1,"HUM",8.10799999999972,23,0.260869565,0.434782609,0.304347826,0.130434783,0.47826087
"HUM_19_126","HUM_19",0,24,1,"HUM",9.61999999999989,23,0.260869565,0.217391304,0.173913043,0.086956522,0.260869565
"HUM_19_127","HUM_19",0,24,1,"HUM",8.65999999999985,19,0.157894737,0.315789474,0.105263158,0.105263158,0.578947368
"HUM_19_128","HUM_19",0,24,1,"HUM",13.3079999999995,15,0.066666667,0.533333333,0,0.066666667,0.266666667
"HUM_19_131","HUM_19",0,24,1,"HUM",7.99900000000025,16,0.1875,0.1875,0.125,0,0.4375
"HUM_19_132","HUM_19",0,24,1,"HUM",13.4479999999999,26,0.038461538,0.153846154,0.076923077,0.115384615,0.115384615
"HUM_19_135","HUM_19",0,24,1,"HUM",5.50099999999975,19,0.210526316,0.052631579,0.052631579,0.052631579,0.263157895
"HUM_19_137","HUM_19",0,24,1,"HUM",10.9679999999998,44,0.227272727,0.181818182,0.181818182,0.227272727,0.181818182
"HUM_19_139","HUM_19",0,24,1,"HUM",5.28600000000006,15,0.266666667,0.4,0.2,0.266666667,0.4
"HUM_19_140","HUM_19",0,24,1,"HUM",14.9029999999998,35,0.142857143,0.2,0.342857143,0.2,0.257142857
"HUM_19_141","HUM_19",0,24,1,"HUM",12.5129999999999,30,0.466666667,0.266666667,0.166666667,0.033333333,0.266666667
"HUM_19_142","HUM_19",0,24,1,"HUM",10.4549999999999,24,0.125,0.125,0.041666667,0.083333333,0.166666667
"HUM_19_143","HUM_19",0,24,1,"HUM",17.473,29,0.310344828,0.413793103,0.275862069,0.034482759,0.620689655
"HUM_19_144","HUM_19",0,24,1,"HUM",6.95299999999998,22,0.363636364,0.318181818,0.318181818,0.227272727,0.545454545
"HUM_19_145","HUM_19",0,24,1,"HUM",7.30700000000024,20,0.35,0,0.3,0.1,0.3
"HUM_19_150","HUM_19",0,24,1,"HUM",14.5670000000005,37,0.297297297,0.135135135,0.108108108,0.081081081,0.27027027
"HUM_19_151","HUM_19",0,24,1,"HUM",14.7370000000001,54,0.055555556,0.203703704,0.148148148,0.092592593,0.092592593
"HUM_19_152","HUM_19",0,24,1,"HUM",7.75799999999981,32,0.09375,0.15625,0.09375,0.09375,0.1875
"HUM_21_1","HUM_21",0,63,0,"HUM",17.975,51,0.156862745,0.078431373,0.098039216,0.156862745,0.137254902
"HUM_21_2","HUM_21",0,63,0,"HUM",5.012,18,0.166666667,0.222222222,0.277777778,0,0.222222222
"HUM_21_3","HUM_21",0,63,0,"HUM",7.18899999999999,20,0.2,0.4,0.25,0.35,0.3
"HUM_21_4","HUM_21",0,63,0,"HUM",16.007,42,0.166666667,0.166666667,0.166666667,0.142857143,0.214285714
"HUM_21_5","HUM_21",0,63,0,"HUM",7.013,23,0.304347826,0.391304348,0.304347826,0.173913043,0.565217391
"HUM_21_6","HUM_21",0,63,0,"HUM",5.59199999999998,13,0.230769231,0.230769231,0.230769231,0.153846154,0.230769231
"HUM_21_7","HUM_21",0,63,0,"HUM",25.327,47,0.127659574,0.170212766,0.170212766,0.191489362,0.234042553
"HUM_21_8","HUM_21",0,63,0,"HUM",29.059,74,0.256756757,0.216216216,0.175675676,0.22972973,0.337837838
"HUM_21_9","HUM_21",0,63,0,"HUM",11.956,34,0.205882353,0.205882353,0.205882353,0.205882353,0.205882353
"HUM_21_10","HUM_21",0,63,0,"HUM",12.745,42,0.19047619,0.214285714,0.119047619,0.19047619,0.285714286
"HUM_21_12","HUM_21",0,63,0,"HUM",6.625,28,0.107142857,0.071428571,0.107142857,0.071428571,0.035714286
"HUM_21_13","HUM_21",0,63,0,"HUM",5.34100000000001,13,0.230769231,0.230769231,0.230769231,0.307692308,0.230769231
"HUM_21_14","HUM_21",0,63,0,"HUM",17.711,42,0.047619048,0.047619048,0.119047619,0.047619048,0.214285714
"HUM_21_15","HUM_21",0,63,0,"HUM",18.547,53,0.094339623,0.150943396,0.20754717,0.150943396,0.150943396
"HUM_21_17","HUM_21",0,63,0,"HUM",22.0620000000001,66,0.121212121,0.151515152,0.106060606,0.181818182,0.212121212
"HUM_21_18","HUM_21",0,63,0,"HUM",13.3100000000001,32,0.3125,0.375,0.3125,0.28125,0.375
"HUM_21_20","HUM_21",0,63,0,"HUM",17.035,45,0.133333333,0.111111111,0.133333333,0.133333333,0.2
"HUM_21_21","HUM_21",0,63,0,"HUM",12.9989999999999,36,0.222222222,0.277777778,0.166666667,0.25,0.138888889
"HUM_21_22","HUM_21",0,63,0,"HUM",34.3599999999999,105,0.171428571,0.142857143,0.161904762,0.142857143,0.123809524
"HUM_21_23","HUM_21",0,63,0,"HUM",23.6410000000001,51,0.196078431,0.117647059,0.137254902,0.137254902,0.176470588
"HUM_21_24","HUM_21",0,63,0,"HUM",8.23900000000003,22,0.409090909,0.318181818,0.136363636,0.272727273,0.409090909
"HUM_21_25","HUM_21",0,63,0,"HUM",5.51300000000015,12,0.166666667,0.333333333,0.166666667,0.166666667,0.333333333
"HUM_21_26","HUM_21",0,63,0,"HUM",6.63000000000011,16,0.25,0.3125,0.1875,0.125,0.25
"HUM_21_27","HUM_21",0,63,0,"HUM",17.5129999999999,50,0.26,0.36,0.24,0.26,0.34
"HUM_21_28","HUM_21",0,63,0,"HUM",12.03,26,0.576923077,0.461538462,0.423076923,0.269230769,0.615384615
"HUM_21_29","HUM_21",0,63,0,"HUM",15.5899999999999,57,0.263157895,0.298245614,0.280701754,0.210526316,0.280701754
"HUM_21_30","HUM_21",0,63,0,"HUM",27.03,70,0.271428571,0.242857143,0.142857143,0.257142857,0.242857143
"HUM_21_31","HUM_21",0,63,0,"HUM",13.3609999999999,52,0.153846154,0.192307692,0.173076923,0.153846154,0.173076923
"HUM_21_32","HUM_21",0,63,0,"HUM",5.21000000000004,12,0,0,0,0,0
"HUM_21_33","HUM_21",0,63,0,"HUM",9.69600000000014,17,0.294117647,0.176470588,0.294117647,0.058823529,0.117647059
"HUM_21_34","HUM_21",0,63,0,"HUM",19.5540000000001,37,0.243243243,0.162162162,0.108108108,0.135135135,0.108108108
"HUM_21_35","HUM_21",0,63,0,"HUM",12.325,40,0.2,0.3,0.2,0.175,0.325
"HUM_21_37","HUM_21",0,63,0,"HUM",19.7380000000003,57,0.385964912,0.403508772,0.298245614,0.175438596,0.315789474
"HUM_21_38","HUM_21",0,63,0,"HUM",9.56599999999981,23,0.086956522,0.130434783,0.173913043,0.130434783,0.304347826
"HUM_21_41","HUM_21",0,63,0,"HUM",18.5269999999998,42,0.214285714,0.261904762,0.166666667,0.142857143,0.357142857
"HUM_21_42","HUM_21",0,63,0,"HUM",14.4849999999999,34,0.235294118,0.264705882,0.205882353,0.205882353,0.235294118
"HUM_21_43","HUM_21",0,63,0,"HUM",13.259,24,0.125,0.083333333,0.125,0.083333333,0.125
"HUM_21_44","HUM_21",0,63,0,"HUM",40.3410000000001,85,0.270588235,0.247058824,0.223529412,0.188235294,0.329411765
"HUM_21_45","HUM_21",0,63,0,"HUM",6.32899999999995,20,0.15,0,0,0,0
"HUM_21_46","HUM_21",0,63,0,"HUM",8.05600000000004,21,0.047619048,0,0.095238095,0,0
"HUM_21_47","HUM_21",0,63,0,"HUM",25.501,57,0.087719298,0.175438596,0.175438596,0.122807018,0.175438596
"HUM_21_48","HUM_21",0,63,0,"HUM",44.6209999999999,78,0.128205128,0.166666667,0.076923077,0.038461538,0.102564103
"HUM_21_51","HUM_21",0,63,0,"HUM",12.479,27,0.259259259,0.333333333,0.185185185,0.148148148,0.296296296
"HUM_21_52","HUM_21",0,63,0,"HUM",5.10200000000009,16,0,0,0.125,0.0625,0.125
"HUM_21_53","HUM_21",0,63,0,"HUM",20.1109999999999,51,0.176470588,0.31372549,0.196078431,0.078431373,0.274509804
"HUM_21_55","HUM_21",0,63,0,"HUM",8.28800000000001,21,0.047619048,0.095238095,0.19047619,0,0.095238095
"HUM_21_56","HUM_21",0,63,0,"HUM",48.3750000000002,131,0.27480916,0.335877863,0.251908397,0.27480916,0.305343511
"HUM_21_57","HUM_21",0,63,0,"HUM",10.8699999999999,30,0.4,0.333333333,0.3,0.333333333,0.433333333
"HUM_21_59","HUM_21",0,63,0,"HUM",21.913,71,0.211267606,0.338028169,0.281690141,0.281690141,0.352112676
"HUM_21_60","HUM_21",0,63,0,"HUM",7.93199999999979,21,0.238095238,0.285714286,0.380952381,0.19047619,0.19047619
"HUM_21_61","HUM_21",0,63,0,"HUM",10.6800000000003,27,0.37037037,0.296296296,0.259259259,0.333333333,0.296296296
"HUM_21_62","HUM_21",0,63,0,"HUM",5.23300000000017,13,0.461538462,0.538461538,0.615384615,0.461538462,0.538461538
"HUM_21_63","HUM_21",0,63,0,"HUM",9.20700000000034,30,0.166666667,0.2,0.2,0.233333333,0.166666667
"HUM_21_64","HUM_21",0,63,0,"HUM",25.8110000000001,78,0.217948718,0.217948718,0.294871795,0.307692308,0.256410256
"HUM_21_65","HUM_21",0,63,0,"HUM",6.154,24,0.25,0.25,0.25,0.208333333,0.25
"HUM_21_67","HUM_21",0,63,0,"HUM",10.5349999999999,19,0.105263158,0.315789474,0.210526316,0,0.263157895
"HUM_21_68","HUM_21",0,63,0,"HUM",9.15400000000045,24,0.291666667,0.291666667,0.291666667,0.25,0.333333333
"HUM_21_70","HUM_21",0,63,0,"HUM",12.1089999999999,16,0.4375,0.3125,0.3125,0.4375,0.375
"HUM_21_71","HUM_21",0,63,0,"HUM",12.8599999999997,28,0.25,0.107142857,0.214285714,0.25,0.428571429
"HUM_21_72","HUM_21",0,63,0,"HUM",18.7330000000002,44,0.295454545,0.318181818,0.318181818,0.295454545,0.363636364
"HUM_21_73","HUM_21",0,63,0,"HUM",9.42000000000007,28,0.25,0.142857143,0.071428571,0.142857143,0.142857143
"HUM_21_74","HUM_21",0,63,0,"HUM",5.64700000000039,15,0.133333333,0.133333333,0,0,0.2
"HUM_21_75","HUM_21",0,63,0,"HUM",7.47800000000007,20,0.1,0.15,0.1,0.05,0.3
"HUM_21_76","HUM_21",0,63,0,"HUM",15.5220000000004,39,0.153846154,0.256410256,0.179487179,0.128205128,0.282051282
"HUM_21_77","HUM_21",0,63,0,"HUM",17.3109999999997,48,0.083333333,0.145833333,0.145833333,0.041666667,0.166666667
"HUM_21_78","HUM_21",0,63,0,"HUM",9.60699999999997,31,0.161290323,0.129032258,0.096774194,0.161290323,0.129032258
"HUM_21_79","HUM_21",0,63,0,"HUM",23.2399999999998,71,0.267605634,0.323943662,0.225352113,0.295774648,0.338028169
"HUM_21_80","HUM_21",0,63,0,"HUM",13.2689999999998,41,0.073170732,0.073170732,0.146341463,0.146341463,0.12195122
"HUM_21_81","HUM_21",0,63,0,"HUM",9.44000000000006,38,0.184210526,0.342105263,0.263157895,0.184210526,0.236842105
"HUM_21_82","HUM_21",0,63,0,"HUM",5.35199999999986,7,0.428571429,0.142857143,0.285714286,0.285714286,0.428571429
"HUM_21_84","HUM_21",0,63,0,"HUM",6.35399999999982,20,0,0.1,0,0.1,0.15
"HUM_21_85","HUM_21",0,63,0,"HUM",11,20,0.05,0.05,0.05,0.05,0.15
"HUM_21_86","HUM_21",0,63,0,"HUM",12.6390000000001,26,0.115384615,0.153846154,0.115384615,0.115384615,0.230769231
"HUM_21_88","HUM_21",0,63,0,"HUM",7.43699999999944,21,0.19047619,0.428571429,0.380952381,0.047619048,0.523809524
"HUM_21_89","HUM_21",0,63,0,"HUM",5.6550000000002,26,0.538461538,0.538461538,0.461538462,0.5,0.653846154
"HUM_21_90","HUM_21",0,63,0,"HUM",23.1819999999998,58,0.103448276,0.172413793,0.086206897,0.068965517,0.155172414
"HUM_21_91","HUM_21",0,63,0,"HUM",9.77100000000064,33,0.363636364,0.515151515,0.424242424,0.333333333,0.424242424
"HUM_21_92","HUM_21",0,63,0,"HUM",14.3380000000002,40,0.225,0.225,0.25,0.15,0.375
"HUM_21_93","HUM_21",0,63,0,"HUM",5.32700000000023,23,0.260869565,0.304347826,0.391304348,0.260869565,0.260869565
"HUM_21_95","HUM_21",0,63,0,"HUM",8.05600000000004,20,0.35,0.3,0.2,0.25,0.3
"HUM_21_96","HUM_21",0,63,0,"HUM",6.0949999999998,14,0.142857143,0.071428571,0.285714286,0.285714286,0.142857143
"HUM_21_97","HUM_21",0,63,0,"HUM",40.3729999999996,92,0.195652174,0.22826087,0.217391304,0.195652174,0.293478261
"HUM_21_98","HUM_21",0,63,0,"HUM",6.41699999999992,20,0,0.05,0,1,0.15
"HUM_21_99","HUM_21",0,63,0,"HUM",11.0979999999995,25,0.32,0.48,0.52,0.36,0.56
"HUM_21_100","HUM_21",0,63,0,"HUM",6.88400000000047,16,0.25,0.375,0.375,0.25,0.25
"HUM_21_102","HUM_21",0,63,0,"HUM",19.1399999999999,73,0.260273973,0.287671233,0.287671233,0.232876712,0.232876712
"HUM_21_103","HUM_21",0,63,0,"HUM",5.58799999999974,13,0.461538462,0.615384615,0.538461538,0.538461538,0.538461538
"HUM_21_104","HUM_21",0,63,0,"HUM",37.2739999999999,114,0.254385965,0.298245614,0.184210526,0.166666667,0.210526316
"HUM_21_105","HUM_21",0,63,0,"HUM",34.2390000000005,87,0.195402299,0.218390805,0.206896552,0.252873563,0.206896552
"HUM_21_106","HUM_21",0,63,0,"HUM",19.1060000000002,57,0.385964912,0.385964912,0.263157895,0.192982456,0.543859649
"HUM_21_107","HUM_21",0,63,0,"HUM",8.4640000000004,36,0.194444444,0.277777778,0.194444444,0.194444444,0.25
"HUM_21_108","HUM_21",0,63,0,"HUM",39.828,123,0.18699187,0.211382114,0.170731707,0.162601626,0.25203252
"HUM_21_109","HUM_21",0,63,0,"HUM",9.60399999999936,22,0.181818182,0.181818182,0.227272727,0.181818182,0.136363636
"HUM_21_110","HUM_21",0,63,0,"HUM",20.9590000000003,38,0.236842105,0.289473684,0.236842105,0.210526316,0.289473684
"HUM_21_111","HUM_21",0,63,0,"HUM",30.6500000000005,91,0.252747253,0.340659341,0.263736264,0.186813187,0.296703297
"HUM_21_112","HUM_21",0,63,0,"HUM",29.04,96,0.104166667,0.177083333,0.135416667,0.15625,0.239583333
"HUM_21_113","HUM_21",0,63,0,"HUM",42.9769999999999,133,0.210526316,0.233082707,0.15037594,0.15037594,0.360902256
"HUM_21_114","HUM_21",0,63,0,"HUM",8.2489999999998,30,0.233333333,0.433333333,0.333333333,0.2,0.4
"HUM_21_115","HUM_21",0,63,0,"HUM",9.03099999999995,23,0.260869565,0.47826087,0.434782609,0.304347826,0.391304348
"HUM_21_116","HUM_21",0,63,0,"HUM",48.1820000000007,118,0.288135593,0.254237288,0.237288136,0.211864407,0.313559322
"HUM_21_117","HUM_21",0,63,0,"HUM",15.8679999999995,52,0.192307692,0.269230769,0.230769231,0.192307692,0.25
"HUM_21_118","HUM_21",0,63,0,"HUM",27.3789999999999,80,0.2,0.2125,0.2125,0.1875,0.2375
"HUM_21_120","HUM_21",0,63,0,"HUM",6.76099999999951,22,0.045454545,0.090909091,0.090909091,0.045454545,0.227272727
"HUM_21_121","HUM_21",0,63,0,"HUM",29.4710000000005,88,0.238636364,0.204545455,0.159090909,0.125,0.261363636
"HUM_21_122","HUM_21",0,63,0,"HUM",15.3829999999989,47,0.255319149,0.255319149,0.14893617,0.14893617,0.425531915
"HUM_21_123","HUM_21",0,63,0,"HUM",45.4319999999998,102,0.303921569,0.333333333,0.294117647,0.294117647,0.441176471
"HUM_21_124","HUM_21",0,63,0,"HUM",34.1800000000003,94,0.265957447,0.393617021,0.29787234,0.329787234,0.329787234
"HUM_21_125","HUM_21",0,63,0,"HUM",13.927999999999,37,0.432432432,0.621621622,0.459459459,0.459459459,0.621621622
"HUM_21_127","HUM_21",0,63,0,"HUM",13.5669999999991,42,0.238095238,0.285714286,0.19047619,0.214285714,0.380952381
"HUM_21_128","HUM_21",0,63,0,"HUM",11.463999999999,36,0.166666667,0.194444444,0.083333333,0.083333333,0.25
"HUM_21_129","HUM_21",0,63,0,"HUM",29.9750000000004,50,0.24,0.36,0.3,0.24,0.3
"HUM_21_130","HUM_21",0,63,0,"HUM",8.2440000000006,16,0.3125,0.1875,0.0625,0.0625,0.3125
