"segment_filename","basefile","age","gender","source","duration","race_ethnicity","wordcount","clean_google_wer","clean_ibm_wer","clean_amazon_wer","clean_msft_wer","clean_apple_wer"
"HUM_14_8","HUM_14",26,"male","HUM",20.166,"White",60,0.183333333,0.15,0.083333333,0.183333333,0.166666667
"HUM_14_9","HUM_14",26,"male","HUM",27.83,"White",54,0.12962963,0.12962963,0.185185185,0.074074074,0.166666667
"HUM_14_10","HUM_14",26,"male","HUM",19.975,"White",53,0.226415094,0.20754717,0.150943396,0.226415094,0.20754717
"HUM_14_11","HUM_14",26,"male","HUM",5.63499999999999,"White",8,0.125,0.5,0,0,0
"HUM_14_12","HUM_14",26,"male","HUM",17.4300000000001,"White",47,0.021276596,0.042553191,0.063829787,0.042553191,0.14893617
"HUM_14_13","HUM_14",26,"male","HUM",38.4150000000001,"White",65,0.2,0.138461538,0.061538462,0.076923077,0.184615385
"HUM_14_14","HUM_14",26,"male","HUM",31.5789999999999,"White",51,0.37254902,0.196078431,0.294117647,0.098039216,0.352941176
"HUM_14_15","HUM_14",26,"male","HUM",15.995,"White",34,0.088235294,0.088235294,0.029411765,0.088235294,0.147058824
"HUM_14_16","HUM_14",26,"male","HUM",18.9200000000001,"White",44,0.181818182,0.159090909,0.113636364,0.090909091,0.227272727
"HUM_14_17","HUM_14",26,"male","HUM",35.363,"White",62,0.209677419,0.129032258,0.129032258,0.064516129,0.225806452
"HUM_14_18","HUM_14",26,"male","HUM",40.226,"White",77,0.090909091,0.116883117,0.077922078,0.012987013,0.194805195
"HUM_14_19","HUM_14",26,"male","HUM",13.02,"White",34,0.382352941,0.205882353,0.176470588,0.058823529,0.176470588
"HUM_14_20","HUM_14",26,"male","HUM",11.9989999999999,"White",19,0.105263158,0.105263158,0.052631579,0.052631579,0.210526316
"HUM_14_21","HUM_14",26,"male","HUM",13.5769999999999,"White",32,0.15625,0.0625,0.03125,0.03125,0.0625
"HUM_14_22","HUM_14",26,"male","HUM",31.47,"White",59,0.084745763,0.050847458,0.101694915,0.050847458,0.084745763
"HUM_14_23","HUM_14",26,"male","HUM",21.845,"White",48,0.041666667,0.104166667,0.083333333,0.125,0.104166667
"HUM_14_24","HUM_14",26,"male","HUM",37.7940000000001,"White",97,0.092783505,0.113402062,0.12371134,0.06185567,0.206185567
"HUM_14_25","HUM_14",26,"male","HUM",32.5600000000002,"White",66,0.045454545,0.151515152,0.151515152,0.075757576,0.121212121
"HUM_14_26","HUM_14",26,"male","HUM",14.9289999999999,"White",23,0.130434783,0.130434783,0.043478261,0.043478261,0.130434783
"HUM_14_27","HUM_14",26,"male","HUM",9.91199999999981,"White",20,0,0,0,0,0
"HUM_14_28","HUM_14",26,"male","HUM",22.1199999999999,"White",27,0.185185185,0.074074074,0.111111111,0.111111111,0.185185185
"HUM_14_29","HUM_14",26,"male","HUM",34.4130000000002,"White",76,0.184210526,0.131578947,0.131578947,0.105263158,0.171052632
"HUM_14_30","HUM_14",26,"male","HUM",34.8810000000001,"White",63,0.095238095,0.079365079,0.111111111,0.063492063,0.063492063
"HUM_14_31","HUM_14",26,"male","HUM",23.2979999999998,"White",39,0.102564103,0.102564103,0.076923077,0,0.051282051
"HUM_14_32","HUM_14",26,"male","HUM",9.62299999999982,"White",33,0.060606061,0.060606061,0.03030303,0,0.090909091
"HUM_14_33","HUM_14",26,"male","HUM",16.5,"White",28,0.142857143,0.071428571,0.107142857,0.071428571,0.214285714
"HUM_14_34","HUM_14",26,"male","HUM",5.33300000000008,"White",17,0.058823529,0.058823529,0.058823529,0.117647059,0.058823529
"HUM_14_35","HUM_14",26,"male","HUM",44.7449999999999,"White",6,0.5,0.333333333,0.5,0.5,1
"HUM_14_36","HUM_14",26,"male","HUM",29.0009999999998,"White",42,0.19047619,0.19047619,0.142857143,0.119047619,0.214285714
"HUM_14_37","HUM_14",26,"male","HUM",12.5940000000001,"White",28,0.107142857,0.142857143,0.142857143,0.035714286,0.214285714
"HUM_14_38","HUM_14",26,"male","HUM",9.35299999999961,"White",14,0.071428571,0,0,0.071428571,0
"HUM_14_39","HUM_14",26,"male","HUM",34.9809999999998,"White",65,0.092307692,0.076923077,0.061538462,0.061538462,0.153846154
"HUM_14_40","HUM_14",26,"male","HUM",48.1129999999998,"White",95,0.126315789,0.084210526,0.115789474,0.063157895,0.105263158
"HUM_14_41","HUM_14",26,"male","HUM",8.26000000000022,"White",23,0.043478261,0.130434783,0.086956522,0.086956522,0.130434783
"HUM_14_42","HUM_14",26,"male","HUM",12.4699999999998,"White",37,0.108108108,0.081081081,0.081081081,1,0.162162162
"HUM_14_43","HUM_14",26,"male","HUM",30.8600000000001,"White",69,0.086956522,0.173913043,0.188405797,0.101449275,0.130434783
"HUM_14_44","HUM_14",26,"male","HUM",15.5650000000001,"White",29,0.068965517,0.103448276,0.137931034,0.103448276,0.172413793
"HUM_15_1","HUM_15",44,"female","HUM",27.097,"White",31,0.096774194,0.161290323,0.064516129,0.096774194,0.096774194
"HUM_15_2","HUM_15",44,"female","HUM",40.722,"White",75,0.093333333,0.24,0.12,0.106666667,0.2
"HUM_15_3","HUM_15",44,"female","HUM",9.682,"White",30,0.4,0.3,0.266666667,0.2,0.1
"HUM_15_4","HUM_15",44,"female","HUM",21.235,"White",46,0.108695652,0.130434783,0.065217391,0.086956522,0.130434783
"HUM_15_5","HUM_15",44,"female","HUM",7.59200000000001,"White",24,0.166666667,0.125,0.166666667,0.125,0.333333333
"HUM_15_6","HUM_15",44,"female","HUM",11.33,"White",40,0.225,0.15,0.1,0.15,0.15
"HUM_15_7","HUM_15",44,"female","HUM",6.32599999999997,"White",14,0.428571429,0.428571429,0.214285714,0.357142857,0.5
"HUM_15_8","HUM_15",44,"female","HUM",48.292,"White",147,0.204081633,0.183673469,0.170068027,0.156462585,0.183673469
"HUM_15_9","HUM_15",44,"female","HUM",28.083,"White",75,0.053333333,0.053333333,0.053333333,0.026666667,0.08
"HUM_15_10","HUM_15",44,"female","HUM",6.42500000000001,"White",22,0.136363636,0.136363636,0.136363636,1,0.181818182
"HUM_15_11","HUM_15",44,"female","HUM",9.62400000000002,"White",34,0.147058824,0.147058824,0.117647059,0.176470588,0.088235294
"HUM_15_12","HUM_15",44,"female","HUM",23.12,"White",69,0.144927536,0.173913043,0.101449275,0.15942029,0.15942029
"HUM_15_13","HUM_15",44,"female","HUM",7.42499999999995,"White",18,0.111111111,0.055555556,0.111111111,0,0.111111111
"HUM_15_14","HUM_15",44,"female","HUM",19.075,"White",62,0.032258065,0.032258065,0.048387097,1,0.064516129
"HUM_15_15","HUM_15",44,"female","HUM",20.3539999999999,"White",58,0.017241379,0.051724138,0.051724138,0.051724138,0.155172414
"HUM_15_16","HUM_15",44,"female","HUM",39.924,"White",135,0.177777778,0.148148148,0.133333333,0.118518519,0.177777778
"HUM_15_17","HUM_15",44,"female","HUM",7.36999999999989,"White",25,0.08,0.36,0.24,0.2,0.96
"HUM_15_18","HUM_15",44,"female","HUM",12.3,"White",41,0.243902439,0.317073171,0.341463415,0.170731707,1
"HUM_15_19","HUM_15",44,"female","HUM",6.24800000000005,"White",20,0.8,0.5,0.25,0.1,0.9
"HUM_15_20","HUM_15",44,"female","HUM",6.95700000000011,"White",23,0.130434783,0.173913043,0.086956522,0.086956522,0.347826087
"HUM_15_21","HUM_15",44,"female","HUM",15.279,"White",50,0.2,0.16,0.08,0.14,0.42
"HUM_15_22","HUM_15",44,"female","HUM",9.96499999999992,"White",42,0.357142857,0.5,0.404761905,0.380952381,0.666666667
"HUM_15_23","HUM_15",44,"female","HUM",32.8910000000001,"White",100,0.34,0.24,0.12,0.14,0.27
"HUM_15_24","HUM_15",44,"female","HUM",27.6370000000002,"White",85,0.2,0.2,0.164705882,0.164705882,0.270588235
"HUM_15_25","HUM_15",44,"female","HUM",17.3270000000002,"White",49,0.081632653,0.142857143,0.040816327,0.102040816,0.306122449
"HUM_15_26","HUM_15",44,"female","HUM",11.27,"White",25,0.08,0.12,0.08,0.08,0.08
"HUM_15_27","HUM_15",44,"female","HUM",6.95999999999981,"White",24,0.041666667,0.083333333,0.083333333,0.041666667,0.166666667
"HUM_15_28","HUM_15",44,"female","HUM",6.73400000000015,"White",6,0.833333333,0.666666667,0.333333333,0.666666667,0.833333333
"HUM_15_29","HUM_15",44,"female","HUM",9.92799999999988,"White",23,0.608695652,0.695652174,0.565217391,0.391304348,0.956521739
"HUM_15_30","HUM_15",44,"female","HUM",11.6180000000002,"White",39,0.230769231,0.205128205,0.128205128,0.128205128,0.282051282
"HUM_15_31","HUM_15",44,"female","HUM",37.3980000000001,"White",139,0.208633094,0.079136691,0.064748201,0.064748201,0.223021583
"HUM_15_32","HUM_15",44,"female","HUM",30.9180000000001,"White",92,0.054347826,0.076086957,0.054347826,0.065217391,0.097826087
"HUM_15_33","HUM_15",44,"female","HUM",33.2839999999999,"White",103,0.126213592,0.087378641,0.097087379,0.087378641,0.145631068
"HUM_15_34","HUM_15",44,"female","HUM",39.0899999999999,"White",122,0.172131148,0.106557377,0.090163934,0.12295082,0.147540984
"HUM_15_35","HUM_15",44,"female","HUM",19.1049999999998,"White",56,0.053571429,0.142857143,0.089285714,0.071428571,0.107142857
"HUM_15_36","HUM_15",44,"female","HUM",17.5,"White",57,0.140350877,0.122807018,0.140350877,0.122807018,0.280701754
"HUM_15_37","HUM_15",44,"female","HUM",22.9849999999999,"White",87,0.24137931,0.24137931,0.172413793,0.126436782,0.379310345
"HUM_15_38","HUM_15",44,"female","HUM",16.364,"White",55,0.145454545,0.145454545,0.072727273,0.127272727,0.163636364
"HUM_15_39","HUM_15",44,"female","HUM",19.6000000000001,"White",38,0.236842105,0.105263158,0.131578947,0.026315789,0.157894737
"HUM_15_40","HUM_15",44,"female","HUM",43.3689999999999,"White",118,0.152542373,0.177966102,0.161016949,0.110169492,0.262711864
"HUM_15_41","HUM_15",44,"female","HUM",28.8199999999999,"White",103,0.359223301,0.203883495,0.203883495,0.194174757,0.233009709
"HUM_15_42","HUM_15",44,"female","HUM",47.0689999999997,"White",164,0.134146341,0.158536585,0.097560976,0.12195122,0.18902439
"HUM_15_43","HUM_15",44,"female","HUM",49.5329999999999,"White",161,0.180124224,0.211180124,0.173913043,0.118012422,0.248447205
"HUM_15_44","HUM_15",44,"female","HUM",47.8700000000003,"White",161,0.080745342,0.093167702,0.118012422,0.074534161,0.180124224
"HUM_15_45","HUM_15",44,"female","HUM",32.7130000000002,"White",80,0.2,0.225,0.1625,0.1625,0.25
"HUM_15_46","HUM_15",44,"female","HUM",35.8500000000004,"White",97,0.350515464,0.319587629,0.175257732,0.12371134,0.329896907
"HUM_15_47","HUM_15",44,"female","HUM",44.8599999999997,"White",147,0.081632653,0.068027211,0.074829932,0.095238095,0.142857143
"HUM_15_48","HUM_15",44,"female","HUM",7.02700000000004,"White",26,0.230769231,0.153846154,0.153846154,0.115384615,0.153846154
"HUM_15_49","HUM_15",44,"female","HUM",24.5880000000002,"White",61,0.098360656,0.180327869,0.163934426,0.196721311,0.213114754
"HUM_15_50","HUM_15",44,"female","HUM",9.70499999999993,"White",24,0.083333333,0.333333333,0.416666667,0.333333333,0.375
"HUM_15_51","HUM_15",44,"female","HUM",29.2039999999997,"White",88,0.193181818,0.284090909,0.215909091,0.102272727,0.295454545
"HUM_15_52","HUM_15",44,"female","HUM",43.5930000000003,"White",148,0.162162162,0.141891892,0.060810811,0.087837838,0.128378378
"HUM_15_53","HUM_15",44,"female","HUM",47.8459999999995,"White",133,0.172932331,0.157894737,0.112781955,0.135338346,0.180451128
"HUM_15_54","HUM_15",44,"female","HUM",40.4470000000001,"White",126,0.23015873,0.174603175,0.111111111,0.158730159,0.301587302
"HUM_15_55","HUM_15",44,"female","HUM",7.84999999999991,"White",21,0.047619048,0.047619048,0.047619048,0.047619048,0.238095238
"HUM_15_56","HUM_15",44,"female","HUM",12.1709999999998,"White",36,0.277777778,0.166666667,0.138888889,0.166666667,0.25
"HUM_15_57","HUM_15",44,"female","HUM",41.4349999999999,"White",127,0.417322835,0.196850394,0.094488189,0.11023622,0.251968504
"HUM_15_58","HUM_15",44,"female","HUM",15.4390000000003,"White",53,0.396226415,0.452830189,0.320754717,0.226415094,0.79245283
"HUM_15_59","HUM_15",44,"female","HUM",12.8020000000001,"White",48,0.1875,0.1875,0.166666667,0.166666667,0.3125
"HUM_15_60","HUM_15",44,"female","HUM",6.40999999999986,"White",25,0.48,0.56,0.28,0.2,0.6
"HUM_16_1","HUM_16",32,"female","HUM",31.198,"White",37,0.216216216,0.216216216,0.135135135,0.054054054,0.189189189
"HUM_16_2","HUM_16",32,"female","HUM",17.476,"White",23,0.434782609,0.434782609,0.434782609,0.304347826,0.47826087
"HUM_16_3","HUM_16",32,"female","HUM",21.462,"White",23,0.391304348,0.47826087,0.52173913,0.173913043,0.391304348
"HUM_16_4","HUM_16",32,"female","HUM",20.883,"White",53,0.264150943,0.320754717,0.283018868,0.188679245,0.301886792
"HUM_16_5","HUM_16",32,"female","HUM",8.435,"White",26,0.653846154,0.423076923,0.384615385,0.384615385,0.384615385
"HUM_16_6","HUM_16",32,"female","HUM",10.815,"White",35,0.057142857,0.142857143,0.057142857,0.057142857,0.257142857
"HUM_16_7","HUM_16",32,"female","HUM",5.97500000000002,"White",18,0,0,0,0.111111111,0.111111111
"HUM_16_8","HUM_16",32,"female","HUM",18.378,"White",38,0.236842105,0.236842105,0.131578947,0.105263158,0.236842105
"HUM_16_9","HUM_16",32,"female","HUM",28.721,"White",78,0.230769231,0.230769231,0.153846154,0.064102564,0.217948718
"HUM_16_10","HUM_16",32,"female","HUM",6.58599999999996,"White",16,0.375,0.5,0.25,0.125,0.375
"HUM_16_11","HUM_16",32,"female","HUM",16.615,"White",39,0.051282051,0.051282051,0.076923077,0.102564103,0.128205128
"HUM_16_12","HUM_16",32,"female","HUM",10.79,"White",28,0.107142857,0.178571429,0.214285714,0.25,0.107142857
"HUM_16_13","HUM_16",32,"female","HUM",5.80099999999999,"White",14,0,0.071428571,0.071428571,0,0.214285714
"HUM_16_14","HUM_16",32,"female","HUM",34.11,"White",85,0.294117647,0.341176471,0.305882353,0.329411765,0.305882353
"HUM_16_15","HUM_16",32,"female","HUM",21.528,"White",61,0.426229508,0.360655738,0.081967213,0.081967213,0.31147541
"HUM_16_16","HUM_16",32,"female","HUM",22.297,"White",69,0.260869565,0.304347826,0.289855072,0.173913043,0.231884058
"HUM_16_17","HUM_16",32,"female","HUM",21.5940000000001,"White",78,0.230769231,0.192307692,0.102564103,0.038461538,0.205128205
"HUM_16_18","HUM_16",32,"female","HUM",6.43299999999999,"White",20,0,0,0,0.05,0.3
"HUM_16_19","HUM_16",32,"female","HUM",35.6949999999999,"White",108,0.101851852,0.12962963,0.111111111,0.12037037,0.277777778
"HUM_16_20","HUM_16",32,"female","HUM",13.5,"White",38,0.315789474,0.157894737,0.184210526,0.157894737,0.236842105
"HUM_16_21","HUM_16",32,"female","HUM",15.918,"White",44,0.090909091,0.045454545,0.022727273,0.090909091,0.068181818
"HUM_16_22","HUM_16",32,"female","HUM",9.12300000000005,"White",28,0.071428571,0.071428571,0.142857143,0,0.035714286
"HUM_16_23","HUM_16",32,"female","HUM",5.846,"White",19,0.105263158,0.105263158,0.105263158,0,0.263157895
"HUM_16_24","HUM_16",32,"female","HUM",46.125,"White",128,0.09375,0.171875,0.1171875,0.1171875,0.2578125
"HUM_16_25","HUM_16",32,"female","HUM",11.102,"White",29,0.034482759,0.068965517,0,0,0.068965517
"HUM_16_26","HUM_16",32,"female","HUM",8.07699999999988,"White",23,0,0.217391304,0.043478261,0,0.043478261
"HUM_16_27","HUM_16",32,"female","HUM",10.477,"White",11,0.727272727,0.818181818,0.636363636,0.636363636,0.727272727
"HUM_16_28","HUM_16",32,"female","HUM",13.5789999999998,"White",47,0.106382979,0.127659574,0.106382979,0.021276596,0.14893617
"HUM_16_29","HUM_16",32,"female","HUM",6.50800000000004,"White",23,0.086956522,0.260869565,0.086956522,0.086956522,0.217391304
"HUM_16_30","HUM_16",32,"female","HUM",30.9469999999999,"White",81,0.135802469,0.185185185,0.197530864,0.135802469,0.296296296
"HUM_16_31","HUM_16",32,"female","HUM",18.5749999999999,"White",78,0.153846154,0.102564103,0.064102564,0.076923077,0.141025641
"HUM_16_32","HUM_16",32,"female","HUM",8.26199999999994,"White",13,0,0.230769231,0.153846154,0.076923077,0.076923077
"HUM_16_33","HUM_16",32,"female","HUM",6.49000000000001,"White",16,0,0,0,0.0625,0.1875
"HUM_16_34","HUM_16",32,"female","HUM",13.1190000000001,"White",52,0.288461538,0.230769231,0.096153846,0.192307692,0.192307692
"HUM_16_35","HUM_16",32,"female","HUM",11.924,"White",47,0.106382979,0.191489362,0.14893617,0.212765957,0.085106383
"HUM_16_36","HUM_16",32,"female","HUM",12.7270000000001,"White",29,0.310344828,0.482758621,0.206896552,0.172413793,0.344827586
"HUM_16_37","HUM_16",32,"female","HUM",28.6099999999999,"White",95,0.168421053,0.221052632,0.105263158,0.084210526,0.221052632
"HUM_16_38","HUM_16",32,"female","HUM",6.04499999999985,"White",19,0.315789474,0.210526316,0.210526316,0.157894737,0.263157895
"HUM_16_39","HUM_16",32,"female","HUM",14.838,"White",49,0.102040816,0.102040816,0.081632653,0.081632653,0.102040816
"HUM_16_40","HUM_16",32,"female","HUM",28.3730000000001,"White",70,0.057142857,0.185714286,0.085714286,0.085714286,0.142857143
"HUM_16_41","HUM_16",32,"female","HUM",19.0060000000001,"White",41,0.073170732,0.073170732,0.097560976,0.048780488,0.12195122
"HUM_16_42","HUM_16",32,"female","HUM",22.4230000000002,"White",59,0.220338983,0.220338983,0.101694915,0.118644068,0.220338983
"HUM_16_43","HUM_16",32,"female","HUM",8.45100000000002,"White",24,0.041666667,0.041666667,0.083333333,0.083333333,0.083333333
"HUM_16_44","HUM_16",32,"female","HUM",15.5909999999999,"White",45,0.177777778,0.222222222,0.288888889,0.177777778,0.355555556
"HUM_16_45","HUM_16",32,"female","HUM",25.1219999999998,"White",65,0.123076923,0.215384615,0.153846154,0.092307692,0.230769231
"HUM_16_46","HUM_16",32,"female","HUM",5.12400000000002,"White",16,0.375,0.375,0.25,0.375,0.375
"HUM_16_47","HUM_16",32,"female","HUM",12.0550000000001,"White",32,0.28125,0.25,0.3125,0.1875,0.21875
"HUM_16_48","HUM_16",32,"female","HUM",21.865,"White",65,0.107692308,0.2,0.138461538,0.030769231,0.2
"HUM_16_49","HUM_16",32,"female","HUM",23.0249999999999,"White",82,0.182926829,0.158536585,0.158536585,0.134146341,0.219512195
"HUM_16_50","HUM_16",32,"female","HUM",8.44700000000012,"White",31,0.161290323,0.290322581,0.161290323,0.161290323,0.129032258
"HUM_16_51","HUM_16",32,"female","HUM",34.788,"White",99,0.111111111,0.161616162,0.151515152,0.111111111,0.252525253
"HUM_16_52","HUM_16",32,"female","HUM",20.1399999999999,"White",68,0.308823529,0.25,0.205882353,0.191176471,0.323529412
"HUM_16_53","HUM_16",32,"female","HUM",20.5169999999998,"White",69,0.130434783,0.173913043,0.173913043,0.057971014,0.130434783
"HUM_16_54","HUM_16",32,"female","HUM",43.8979999999999,"White",120,0.241666667,0.266666667,0.166666667,0.191666667,0.375
"HUM_16_55","HUM_16",32,"female","HUM",8.78100000000017,"White",26,0.346153846,0.384615385,0.307692308,0.307692308,0.307692308
"HUM_16_56","HUM_16",32,"female","HUM",11.6229999999998,"White",27,0.074074074,0.259259259,0.148148148,0.111111111,0.259259259
"HUM_16_57","HUM_16",32,"female","HUM",15.347,"White",47,0.255319149,0.191489362,0.127659574,0.106382979,0.319148936
"HUM_16_58","HUM_16",32,"female","HUM",6.10000000000014,"White",16,0.25,0.0625,0.125,0.3125,0.1875
"HUM_16_59","HUM_16",32,"female","HUM",5.93299999999999,"White",10,0,0.1,0,0,0
"HUM_16_60","HUM_16",32,"female","HUM",27.335,"White",77,0.194805195,0.181818182,0.12987013,0.090909091,0.25974026
"HUM_16_61","HUM_16",32,"female","HUM",20.8530000000001,"White",63,0.26984127,0.126984127,0.222222222,0.111111111,0.174603175
"HUM_16_62","HUM_16",32,"female","HUM",26.2649999999999,"White",62,0.193548387,0.241935484,0.14516129,0.096774194,0.258064516
"HUM_16_63","HUM_16",32,"female","HUM",43.4280000000003,"White",79,0.253164557,0.253164557,0.202531646,0.088607595,0.367088608
"HUM_16_64","HUM_16",32,"female","HUM",18.3319999999999,"White",65,0.169230769,0.138461538,0.046153846,0.123076923,0.215384615
"HUM_16_65","HUM_16",32,"female","HUM",6.5300000000002,"White",27,0.259259259,0.259259259,0.296296296,0.333333333,0.518518519
"HUM_16_66","HUM_16",32,"female","HUM",19.2030000000004,"White",50,0.22,0.2,0.12,0.06,0.14
"HUM_16_67","HUM_16",32,"female","HUM",32.7120000000004,"White",96,0.145833333,0.135416667,0.135416667,0.104166667,0.229166667
"HUM_16_68","HUM_16",32,"female","HUM",5.904,"White",18,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111
"HUM_16_69","HUM_16",32,"female","HUM",8.38799999999992,"White",26,0.115384615,0.230769231,0.076923077,0.076923077,0.076923077
"HUM_16_70","HUM_16",32,"female","HUM",12.7669999999998,"White",33,0.060606061,0.121212121,0.060606061,0.090909091,0.212121212
"HUM_16_71","HUM_16",32,"female","HUM",12.2730000000001,"White",27,0.148148148,0.222222222,0.148148148,0.111111111,0.296296296
"HUM_16_72","HUM_16",32,"female","HUM",15.7239999999997,"White",43,0.139534884,0.069767442,0.093023256,0.093023256,0.139534884
"HUM_16_73","HUM_16",32,"female","HUM",30.2620000000002,"White",95,0.168421053,0.168421053,0.189473684,0.2,0.178947368
"HUM_16_74","HUM_16",32,"female","HUM",20.7449999999999,"White",53,0.283018868,0.169811321,0.20754717,0.188679245,0.433962264
"HUM_16_75","HUM_16",32,"female","HUM",20.5199999999995,"White",73,0.123287671,0.123287671,0.095890411,0.123287671,0.164383562
"HUM_16_76","HUM_16",32,"female","HUM",24.2759999999998,"White",57,0,0.087719298,0.070175439,0,0.052631579
"HUM_16_77","HUM_16",32,"female","HUM",6.89499999999998,"White",26,0,0.115384615,0,0,0.153846154
"HUM_16_78","HUM_16",32,"female","HUM",30.1669999999999,"White",71,0.070422535,0.197183099,0,0.056338028,0.126760563
"HUM_16_79","HUM_16",32,"female","HUM",12.9250000000002,"White",34,0.205882353,0.235294118,0.235294118,0.205882353,0.382352941
"HUM_16_80","HUM_16",32,"female","HUM",8.19000000000005,"White",25,0.16,0.24,0.12,0.16,0.24
"HUM_16_81","HUM_16",32,"female","HUM",16.3249999999998,"White",47,0.255319149,0.106382979,0.106382979,0.191489362,0.255319149
"HUM_16_82","HUM_16",32,"female","HUM",19.5840000000003,"White",63,0.238095238,0.253968254,0.174603175,0.19047619,0.396825397
"HUM_16_83","HUM_16",32,"female","HUM",45.4580000000001,"White",140,0.142857143,0.171428571,0.157142857,0.05,0.221428571
"HUM_16_84","HUM_16",32,"female","HUM",7.74499999999989,"White",30,0,0.1,0.133333333,0.133333333,0.2
"HUM_16_85","HUM_16",32,"female","HUM",40.4449999999997,"White",139,0.244604317,0.158273381,0.100719424,0.09352518,0.215827338
"HUM_16_86","HUM_16",32,"female","HUM",40.7719999999999,"White",98,0.132653061,0.163265306,0.081632653,0.102040816,0.153061224
"HUM_16_87","HUM_16",32,"female","HUM",9.00799999999981,"White",15,0.666666667,0.733333333,0.533333333,0.6,0.533333333
"HUM_16_88","HUM_16",32,"female","HUM",25.8070000000002,"White",77,0.038961039,0.064935065,0.025974026,0.077922078,0.051948052
"HUM_16_89","HUM_16",32,"female","HUM",15.1729999999998,"White",57,0.368421053,0.157894737,0.157894737,0.122807018,0.263157895
"HUM_16_90","HUM_16",32,"female","HUM",19.8130000000001,"White",58,0.068965517,0.155172414,0.068965517,0.103448276,0.172413793
"HUM_16_91","HUM_16",32,"female","HUM",14.0649999999996,"White",46,0.108695652,0.173913043,0.108695652,0.086956522,0.239130435
"HUM_16_92","HUM_16",32,"female","HUM",29.7550000000001,"White",83,0.21686747,0.192771084,0.156626506,0.13253012,0.204819277
"HUM_16_93","HUM_16",32,"female","HUM",20.5140000000001,"White",60,0.2,0.1,0.116666667,0.15,0.266666667
"HUM_16_94","HUM_16",32,"female","HUM",9.40900000000011,"White",15,0.2,0.333333333,0.266666667,0.133333333,0.2
"HUM_16_95","HUM_16",32,"female","HUM",17.3780000000002,"White",39,0.205128205,0.307692308,0.153846154,0.153846154,0.282051282
"HUM_16_96","HUM_16",32,"female","HUM",7.17700000000013,"White",27,0.296296296,0.185185185,0.148148148,0.074074074,0.444444444
"HUM_16_97","HUM_16",32,"female","HUM",48.8099999999999,"White",121,0.066115702,0.099173554,0.107438017,0.082644628,0.140495868
"HUM_16_98","HUM_16",32,"female","HUM",20.7759999999998,"White",64,0.28125,0.21875,0.1875,0.09375,0.34375
"HUM_16_99","HUM_16",32,"female","HUM",26.5819999999999,"White",74,0.135135135,0.135135135,0.081081081,0.162162162,0.175675676
"HUM_16_100","HUM_16",32,"female","HUM",20.529,"White",54,0.148148148,0.185185185,0.222222222,0.12962963,0.12962963
"HUM_16_101","HUM_16",32,"female","HUM",41.3850000000002,"White",132,0.151515152,0.136363636,0.075757576,0.068181818,0.196969697
"HUM_16_102","HUM_16",32,"female","HUM",10.1879999999996,"White",31,0.258064516,0.451612903,0.129032258,0.096774194,0.419354839
"HUM_16_103","HUM_16",32,"female","HUM",5.41799999999967,"White",11,0.090909091,0.272727273,0.181818182,0.090909091,0.090909091
"HUM_16_104","HUM_16",32,"female","HUM",10.8679999999995,"White",21,0.047619048,0.047619048,0.19047619,0.047619048,0.047619048
"HUM_16_105","HUM_16",32,"female","HUM",10.3470000000002,"White",16,0,0,0,0,0
"HUM_16_106","HUM_16",32,"female","HUM",24.02,"White",48,0.145833333,0.208333333,0.083333333,0.083333333,0.25
"HUM_16_107","HUM_16",32,"female","HUM",5.93499999999995,"White",16,0,0.125,0,0.125,0.5625
"HUM_16_108","HUM_16",32,"female","HUM",14.6840000000002,"White",28,0.071428571,0.071428571,0.071428571,0,0.107142857
"HUM_16_109","HUM_16",32,"female","HUM",17.4789999999998,"White",56,0.267857143,0.196428571,0.196428571,0.089285714,0.428571429
"HUM_16_110","HUM_16",32,"female","HUM",12.02,"White",36,0.138888889,0.083333333,0.055555556,0.055555556,0.166666667
"HUM_16_111","HUM_16",32,"female","HUM",7.25799999999981,"White",19,0.105263158,0.052631579,0.105263158,0,0.105263158
"HUM_16_112","HUM_16",32,"female","HUM",10.1909999999998,"White",42,0.285714286,0.142857143,0.166666667,0.047619048,0.333333333
"HUM_16_113","HUM_16",32,"female","HUM",14.1800000000003,"White",56,0.142857143,0.178571429,0.053571429,0.053571429,0.178571429
"HUM_16_114","HUM_16",32,"female","HUM",27.7539999999999,"White",117,0.273504274,0.162393162,0.11965812,0.102564103,0.153846154
"HUM_16_115","HUM_16",32,"female","HUM",15.3540000000003,"White",47,0.234042553,0.212765957,0.085106383,0.042553191,0.212765957
"HUM_16_116","HUM_16",32,"female","HUM",8.70499999999993,"White",20,0.25,0.25,0.1,0.15,0.25
"HUM_17_1","HUM_17",77,"male","HUM",18.936,"White",32,0.15625,0.15625,0.3125,0.15625,0.25
"HUM_17_2","HUM_17",77,"male","HUM",17.198,"White",51,0.117647059,0.137254902,0.176470588,0.176470588,0.235294118
"HUM_17_3","HUM_17",77,"male","HUM",14.591,"White",28,0.357142857,0.321428571,0.428571429,0.214285714,0.357142857
"HUM_17_4","HUM_17",77,"male","HUM",27.067,"White",45,0.222222222,0.333333333,0.311111111,0.088888889,0.333333333
"HUM_17_5","HUM_17",77,"male","HUM",19.88,"White",48,0.0625,0.041666667,0.104166667,0.020833333,0.104166667
